time,lane,type,duration
1.013334,0,0,0
1.450667,1,0,0
1.888,1,0,0
2.325334,0,0,0
2.762667,0,0,0
3.2,1,0,0
3.637334,1,0,0
4.074667,0,0,0
4.512,0,0,0
4.949334,1,0,0
5.386667,1,0,0
5.824,0,0,0
6.261334,0,0,0
6.698667,1,0,0
7.136,1,0,0
7.573334,0,0,0
8.010667,0,0,0
8.448,1,0,0
8.885334,1,0,0
9.322667,0,0,0
9.76,0,0,0
10.197334,1,0,0
10.634667,1,0,0
11.072,0,0,0
11.509334,0,0,0
11.946667,1,0,0
12.384,1,0,0
12.821334,0,0,0
13.04,0,0,0
13.258667,0,0,0
13.477334,1,0,0
13.696,1,0,0
13.914667,0,0,0
14.133334,1,0,0
14.352,0,0,0
14.570667,0,0,0
14.789334,1,0,0
15.008,0,0,0
15.226667,1,0,0
15.445334,1,0,0
15.664,0,0,0
15.882667,1,0,0
16.101334,1,0,0
16.32,0,0,0
16.538667,0,0,0
16.757334,0,0,0
16.976,1,0,0
17.194667,1,0,0
17.413334,0,0,0
17.632,1,0,0
17.850667,0,0,0
18.069334,0,0,0
18.288,1,0,0
18.506667,0,1,0.874667
18.725334,1,0,0
18.944,1,0,0
19.381334,1,0,0
19.6,1,0,0
19.818667,0,0,0
20.037334,0,0,0
20.256,0,0,0
20.474667,1,0,0
20.693334,1,0,0
20.912,0,0,0
21.130667,1,0,0
21.349334,0,0,0
21.568,0,0,0
21.786667,1,0,0
22.005334,0,0,0
22.224,1,0,0
22.442667,1,0,0
22.661334,0,0,0
22.88,1,0,0
23.098667,1,0,0
23.317334,0,0,0
23.536,0,0,0
23.754667,0,0,0
23.973334,1,0,0
24.192,1,0,0
24.410667,0,0,0
24.629334,1,0,0
24.848,0,0,0
25.066667,0,0,0
25.285334,1,0,0
25.504,0,0,0
25.722667,1,0,0
25.941334,1,0,0
26.16,0,0,0
26.378667,1,0,0
26.597334,1,0,0
26.816,0,0,0
27.034667,0,0,0
27.253334,0,0,0
27.472,1,0,0
27.690667,1,0,0
27.909334,0,0,0
28.128,1,0,0
28.346667,0,0,0
28.565334,0,0,0
28.784,1,0,0
28.893334,1,0,0
29.002667,0,0,0
29.221333,1,0,0
29.44,1,0,0
29.658667,0,0,0
29.768,0,0,0
29.877333,1,0,0
30.096,1,0,0
30.314667,0,0,0
30.533333,0,0,0
30.752,0,0,0
30.970667,1,0,0
31.189333,1,0,0
31.408,0,0,0
31.626667,1,0,0
31.845333,0,0,0
32.064,0,0,0
32.501333,0,2,0.874667
32.72,1,0,0
32.938667,1,0,0
33.376,1,0,0
33.594667,1,0,0
33.813333,0,0,0
34.032,0,0,0
34.250667,0,0,0
34.469333,1,0,0
34.688,1,0,0
34.906667,0,0,0
35.125333,1,0,0
35.344,0,0,0
35.562667,0,0,0
35.781333,1,0,0
36,0,0,0
36.218667,1,0,0
36.437333,1,0,0
36.656,0,0,0
36.874667,1,0,0
37.093333,1,0,0
37.312,0,0,0
37.530667,0,0,0
37.749333,0,0,0
37.968,1,0,0
38.186667,1,0,0
38.405333,0,0,0
38.624,1,0,0
38.842667,0,0,0
39.061333,0,0,0
39.28,1,0,0
39.498667,0,0,0
39.717333,1,0,0
39.936,1,0,0
40.154667,0,0,0
40.373333,1,0,0
40.592,1,0,0
40.810667,0,0,0
41.029333,0,0,0
41.248,0,0,0
41.466667,1,0,0
41.685333,1,0,0
41.904,1,0,0
42.122667,1,0,0
42.341333,0,0,0
42.56,0,0,0
42.778667,1,0,0
42.997333,0,0,0
43.216,1,0,0
43.434667,1,0,0
43.653333,0,0,0
43.872,1,0,0
44.090667,1,0,0
44.309333,0,0,0
44.528,0,0,0
44.746667,0,0,0
44.965333,1,0,0
45.184,1,0,0
45.402667,0,0,0
45.621333,1,0,0
45.84,0,0,0
46.058667,0,0,0
46.277333,1,0,0
46.496,0,2,0.874667
46.714667,1,0,0
46.933333,1,0,0
47.589333,1,0,0
47.808,0,0,0
48.026667,0,0,0
48.245333,0,0,0
48.464,1,0,0
48.682667,1,0,0
48.901333,0,0,0
49.12,1,0,0
49.338667,0,0,0
49.557333,0,0,0
49.776,1,0,0
49.994667,0,0,0
50.213333,1,0,0
50.432,1,0,0
50.650667,0,0,0
50.869333,1,0,0
51.088,1,0,0
51.306667,0,0,0
51.525333,0,0,0
51.744,0,0,0
51.962667,1,0,0
52.181333,1,0,0
52.4,0,0,0
52.618667,1,0,0
52.837333,0,0,0
53.056,0,0,0
53.274667,1,0,0
53.493333,0,0,0
53.712,1,0,0
53.930667,1,0,0
54.149333,0,0,0
54.368,1,0,0
54.586667,1,0,0
54.805333,0,0,0
55.024,0,0,0
55.242667,0,0,0
55.461333,1,0,0
55.68,1,0,0
55.789333,1,0,0
55.898667,0,0,0
56.117333,1,0,0
56.226667,0,0,0
56.336,0,0,0
56.554667,0,0,0
56.773333,1,0,0
56.992,0,0,0
57.210667,1,0,0
57.429333,1,0,0
57.648,0,0,0
57.866667,1,0,0
58.085333,0,0,0
58.304,0,0,0
58.522667,0,0,0
58.741333,0,0,0
58.96,1,0,0
59.178667,1,0,0
59.397333,0,0,0
59.616,1,0,0
59.834667,0,0,0
60.053333,0,0,0
60.162667,1,0,0
60.272,0,0,0
60.490667,0,2,0.874667
60.709333,1,0,0
60.928,1,0,0
61.584,1,0,0
61.802667,1,0,0
61.912,0,0,0
62.021333,1,0,0
62.24,0,0,0
62.458667,1,0,0
62.677333,1,0,0
62.896,0,0,0
63.005333,1,0,0
63.114667,0,0,0
63.333333,0,0,0
63.552,0,0,0
63.770667,1,0,0
63.989333,0,0,0
64.208,1,0,0
64.426667,1,0,0
64.645333,0,0,0
64.864,1,0,0
65.082667,1,0,0
65.301333,0,0,0
65.52,0,0,0
65.738667,0,0,0
65.957333,1,0,0
66.176,1,0,0
66.394667,0,0,0
66.613333,1,0,0
66.832,0,0,0
67.050667,0,0,0
67.269333,1,0,0
67.488,0,0,0
67.706667,1,0,0
67.925333,1,0,0
68.144,0,0,0
68.362667,1,0,0
68.8,0,0,0
69.237333,0,0,0
69.674667,1,0,0
70.112,1,0,0
70.549333,0,0,0
70.986667,0,0,0
71.424,1,0,0
71.861333,1,0,0
72.298667,0,0,0
72.736,0,0,0
73.173333,1,0,0
73.610667,1,0,0
74.048,0,0,0
74.485333,0,1,0.874667
74.922667,1,0,0
75.36,1,0,0
75.797333,0,0,0
76.234667,0,0,0
76.672,1,0,0
77.109333,1,0,0
77.546667,0,0,0
77.984,0,0,0
78.421333,1,0,0
78.858667,1,0,0
79.296,0,0,0
79.733333,0,0,0
80.170667,1,0,0
80.608,1,0,0
81.045333,0,0,0
81.482667,0,0,0
81.92,1,0,0
82.357333,1,0,0
82.794667,0,0,0
83.232,0,0,0
83.450667,1,0,0
83.669333,1,0,0
83.888,0,0,0
84.106667,1,0,0
84.325333,0,0,0
84.544,0,0,0
84.762667,0,0,0
84.981333,0,0,0
85.2,1,0,0
85.309333,0,0,0
85.418667,1,0,0
85.637333,0,0,0
85.746667,1,0,0
85.856,0,0,0
86.074667,1,0,0
86.184,0,2,0.3
86.293333,0,0,0
86.512,0,0,0
86.730666,0,0,0
86.949333,1,0,0
87.168,1,0,0
87.386666,0,0,0
87.605333,1,0,0
87.824,0,0,0
88.042666,0,0,0
88.261333,1,0,0
88.48,0,2,0.874667
88.698666,1,0,0
88.917333,1,0,0
89.573333,1,0,0
89.682666,0,0,0
89.792,0,0,0
90.010666,0,0,0
90.229333,0,0,0
90.338666,1,0,0
90.448,1,0,0
90.666666,1,0,0
90.885333,0,0,0
91.104,1,0,0
91.213333,0,0,0
91.322666,0,0,0
91.541333,0,0,0
91.76,1,0,0
91.978666,0,0,0
92.197333,1,0,0
92.416,1,0,0
92.634666,0,0,0
92.744,0,0,0
92.853333,1,0,0
92.962666,1,0,0
93.072,1,0,0
93.290666,0,0,0
93.509333,0,0,0
93.728,0,0,0
93.837333,0,0,0
93.946666,1,0,0
94.165333,1,0,0
94.384,0,0,0
94.602666,1,0,0
94.712,1,0,0
94.821333,0,0,0
95.04,0,0,0
95.149333,1,0,0
95.258666,1,0,0
95.477333,0,0,0
95.696,1,0,0
95.914666,1,0,0
96.133333,0,0,0
96.242666,0,0,0
96.352,1,0,0
96.570666,1,0,0
96.789333,0,0,0
97.008,0,0,0
97.117333,1,0,0
97.226666,0,0,0
97.445333,1,0,0
97.554666,1,0,0
97.664,1,0,0
97.882666,0,0,0
98.101333,1,0,0
98.32,0,0,0
98.429333,0,0,0
98.538666,0,0,0
98.757333,1,0,0
98.866666,0,0,0
98.976,0,0,0
99.194666,1,0,0
99.304,0,0,0
99.413333,1,0,0
99.522666,1,0,0
99.522666,0,0,0
99.632,0,0,0
99.850666,1,0,0
100.069333,1,0,0
100.178666,1,0,0
100.288,0,0,0
100.506666,0,0,0
100.616,0,0,0
100.725333,0,0,0
100.834666,1,0,0
100.944,1,0,0
101.053333,0,0,0
101.162666,1,0,0
101.381333,0,0,0
101.6,1,0,0
101.818666,0,0,0
102.037333,0,0,0
102.256,1,0,0
102.474666,0,2,0.874667
102.693333,1,0,0
102.912,1,0,0
103.349333,1,0,0
103.568,1,0,0
103.786666,0,0,0
104.005333,0,0,0
104.224,0,0,0
104.442666,1,0,0
104.552,0,0,0
104.661333,1,0,0
104.88,0,0,0
105.098666,1,0,0
105.317333,0,0,0
105.536,0,0,0
105.754666,1,0,0
105.973333,0,0,0
106.192,1,0,0
106.410666,1,0,0
106.629333,0,0,0
106.848,1,0,0
107.066666,1,0,0
107.285333,0,0,0
107.504,0,0,0
107.722666,0,0,0
107.941333,1,0,0
108.16,1,0,0
108.378666,0,0,0
108.597333,1,0,0
108.816,0,0,0
108.816,1,0,0
109.034666,0,0,0
109.253333,1,0,0
109.472,0,0,0
109.690666,1,0,0
109.909333,1,0,0
110.346666,1,0,0
111.221333,0,0,0
112.096,1,0,0
